Artist Reputation,Height,Width,Weight,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
0.46,30.0,15.0,48152.0,Brass,149.2,89.94,Yes,No,Yes,Waterways,No,Working Class,No,1441.86
0.41,8.0,5.0,3342.0,Marble,6.03,12.77,No,Yes,No,Roadways,No,Working Class,No,246.04
0.45,18.0,8.0,7101.0,,8.75,38.54,Yes,No,No,Waterways,No,Working Class,No,201.82
0.4,10.0,4.0,216.0,Clay,5.65,11.5,No,No,Yes,Waterways,Yes,Working Class,No,148.89
0.6,25.0,7.0,99108.0,Stone,465.95,31.69,No,No,Yes,Waterways,No,Working Class,Yes,3048.23
0.24,20.0,5.0,8634.0,Stone,9.14,47.39,No,Yes,Yes,,No,Wealthy,,474.51
0.86,26.0,13.0,3102.0,Wood,4.27,18.52,Yes,No,No,Airways,No,Working Class,No,710.84
0.17,14.0,7.0,4850.0,Brass,3.22,10.33,No,No,No,Roadways,No,Working Class,No,155.03
0.87,19.0,8.0,2559.0,Brass,16.9,15.37,No,Yes,No,Roadways,No,Wealthy,No,572.48
0.6,50.0,23.0,1576.0,Wood,5.77,23.8,No,No,Yes,Waterways,No,Working Class,No,699.21
0.71,6.0,4.0,3102.0,,5.84,22.09,No,Yes,No,Roadways,Yes,Working Class,No,290.51
0.54,16.0,6.0,604.0,Clay,4.83,23.06,No,Yes,Yes,,Yes,Working Class,Yes,372.02
0.37,18.0,7.0,46000.0,Stone,225.69,33.53,Yes,Yes,Yes,Airways,No,Working Class,Yes,1348.68
0.24,6.0,8.0,383.0,Bronze,3.64,18.81,No,Yes,No,Airways,No,Working Class,,176.98
0.25,8.0,5.0,297.0,,4.66,18.84,No,Yes,Yes,Airways,Yes,Working Class,No,169.7
0.72,5.0,5.0,78.0,,6.19,12.06,No,No,No,,No,Wealthy,No,277.39
0.64,26.0,16.0,1142844.0,Marble,611.64,96.21,No,No,No,Roadways,No,Working Class,No,12345.74
0.42,44.0,11.0,1410947.0,,1779.06,29.37,No,No,Yes,Roadways,Yes,Working Class,No,5811.69
0.22,42.0,10.0,692.0,Wood,5.89,24.42,Yes,Yes,No,Airways,No,Wealthy,,273.84
0.32,20.0,9.0,1802.0,Clay,6.87,18.32,No,Yes,No,Airways,Yes,Working Class,No,235.96
0.49,7.0,4.0,130.0,Clay,6.28,24.65,No,No,Yes,Roadways,Yes,Working Class,No,278.27
0.16,20.0,15.0,3102.0,,104.49,79.22,No,No,Yes,Waterways,No,Working Class,Yes,783.01
0.15,25.0,7.0,176839.0,,104.72,50.65,Yes,No,No,,No,Working Class,No,534.12
0.6,21.0,8.0,1140.0,Aluminium,3.88,10.53,No,No,No,Waterways,No,Working Class,Yes,223.28
0.5,27.0,9.0,252.0,Wood,5.66,13.75,No,No,Yes,Roadways,No,Working Class,No,233.28
0.06,9.0,5.0,310.0,,6.74,21.89,No,No,No,Roadways,Yes,Wealthy,No,170.19
0.14,4.0,4.0,109.0,,6.23,23.51,Yes,No,No,,No,Working Class,No,190.43
0.49,33.0,24.0,7142.0,Aluminium,53.86,97.82,No,No,No,Roadways,No,Working Class,,1517.97
0.15,19.0,6.0,1391.0,Clay,5.78,11.31,No,No,Yes,,Yes,Working Class,No,150.77
0.68,10.0,4.0,3734.0,Marble,5.09,13.92,No,No,Yes,Airways,No,Working Class,No,333.43
0.22,13.0,6.0,463.0,,6.91,21.66,Yes,No,No,Roadways,No,Working Class,No,220.14
0.2,32.0,12.0,2628.0,Aluminium,8.09,11.93,Yes,Yes,Yes,Airways,No,Wealthy,No,281.17
0.8,61.0,28.0,7379.0,,19.17,49.96,No,No,No,,No,Working Class,No,2230.43
0.31,37.0,13.0,1556047.0,Marble,3824.25,62.68,Yes,Yes,No,Airways,Yes,Working Class,No,17324.31
0.05,22.0,15.0,529455.0,,1652.88,96.95,Yes,No,No,,No,Wealthy,No,2346.82
0.23,22.0,8.0,9789.0,,39.79,95.23,No,Yes,No,Airways,No,Wealthy,No,651.23
0.12,30.0,16.0,8850.0,Clay,36.67,80.74,Yes,No,Yes,Waterways,Yes,Working Class,Yes,526.47
0.13,29.0,17.0,2159.0,Clay,3.55,15.98,No,No,No,Roadways,Yes,Wealthy,No,171.89
0.59,25.0,9.0,749116.0,Stone,1690.0,82.52,Yes,No,No,Waterways,No,Working Class,No,3570.27
0.45,4.0,8.0,1280.0,Stone,6.18,22.23,No,No,No,Airways,No,Working Class,Yes,526.64
0.45,11.0,8.0,3102.0,Marble,41.56,91.41,Yes,No,No,Airways,No,Working Class,No,631.67
0.57,36.0,8.0,5388574.0,Stone,38453.27,66.28,Yes,No,No,Waterways,No,Working Class,No,92923.98
0.12,24.0,8.0,301767.0,Stone,715.93,52.35,Yes,No,Yes,Waterways,No,Working Class,No,-1933.07
0.52,22.0,13.0,24368.0,Brass,35.8,82.08,No,Yes,No,Roadways,No,Working Class,Yes,1207.95
0.75,41.0,11.0,73981.0,Brass,660.15,94.87,Yes,No,No,Waterways,No,Working Class,Yes,14767.12
0.45,17.0,7.0,37714.0,Stone,510.23,48.29,Yes,No,Yes,Waterways,No,Wealthy,No,17275.06
0.06,5.0,3.0,22.0,Wood,6.1,17.41,Yes,No,No,Waterways,No,Working Class,Yes,116.26
0.46,43.0,22.0,87609.0,Bronze,191.53,39.07,Yes,Yes,No,,No,Wealthy,Yes,2087.37
0.01,15.0,6.0,834.0,Clay,4.39,19.1,Yes,No,No,Airways,Yes,Wealthy,,169.24
0.67,43.0,20.0,15562715.0,Stone,48748.57,88.28,No,Yes,Yes,Airways,No,Wealthy,Yes,1196661.77
0.97,19.0,11.0,195891.0,Marble,1270.63,67.49,Yes,No,Yes,Roadways,No,Wealthy,No,6125.45
0.2,21.0,6.0,4664.0,Bronze,5.4,24.42,No,No,Yes,,No,Working Class,No,238.78
0.37,4.0,3.0,98.0,Brass,5.71,14.08,No,Yes,No,Airways,No,Wealthy,No,188.68
0.42,19.0,7.0,514.0,,6.81,12.37,Yes,No,Yes,Airways,No,Working Class,No,-231.0
0.15,33.0,15.0,36880.0,Bronze,21.63,75.42,Yes,No,Yes,Waterways,No,Working Class,No,531.38
0.45,51.0,24.0,146762.0,,468.68,82.02,Yes,No,No,Waterways,No,Working Class,No,2619.9
0.13,12.0,8.0,816.0,Clay,5.24,24.07,No,No,No,,Yes,Wealthy,No,201.92
0.48,6.0,4.0,326.0,Brass,4.71,18.62,No,No,Yes,Roadways,No,Working Class,,228.45
0.39,25.0,13.0,3102.0,Bronze,135.6,66.56,Yes,No,Yes,Waterways,No,Working Class,Yes,818.38
0.08,17.0,11.0,175973.0,Marble,325.62,70.28,No,Yes,Yes,Airways,No,Working Class,No,1095.95
0.58,20.0,4.0,36.0,Clay,6.41,11.55,No,No,Yes,,Yes,Working Class,No,225.18
0.23,17.0,8.0,309.0,,5.52,20.91,Yes,Yes,No,Airways,No,Working Class,No,-173.05
0.77,12.0,6.0,551.0,Clay,3.85,13.16,No,No,Yes,Roadways,Yes,Working Class,Yes,283.1
0.69,13.0,6.0,1328.0,Bronze,6.36,11.62,No,No,Yes,Roadways,No,Working Class,No,-345.16
0.45,25.0,13.0,9314.0,Brass,22.2,73.47,Yes,Yes,No,Airways,No,Wealthy,,650.31
0.08,43.0,20.0,4443210.0,,5582.29,65.79,Yes,Yes,No,,Yes,Wealthy,No,24504.35
0.73,13.0,8.0,122.0,Wood,4.65,16.39,Yes,No,No,Waterways,No,Working Class,No,291.21
0.22,9.0,5.0,96.0,Aluminium,3.08,21.1,No,No,No,Airways,No,Wealthy,No,151.37
0.61,20.0,7.0,3459.0,,12.84,13.62,No,Yes,Yes,,No,Wealthy,No,423.13
0.62,12.0,6.0,20660.0,Stone,26.03,97.38,No,No,No,Roadways,No,Wealthy,No,-1104.57
0.01,20.0,6.0,43881.0,Stone,60.03,78.81,Yes,No,No,,No,Wealthy,Yes,589.61
0.45,27.0,16.0,17205.0,Bronze,17.58,40.8,Yes,No,No,,No,Working Class,No,319.95
0.45,15.0,8.0,136.0,Wood,5.64,19.84,Yes,No,No,Waterways,No,Working Class,No,550.26
0.45,4.0,3.0,3102.0,Marble,6.47,23.45,No,No,No,Roadways,No,Working Class,No,202.35
0.62,16.0,8.0,88886.0,Stone,421.26,76.7,No,No,Yes,Roadways,No,Working Class,No,3265.52
0.45,17.0,16.0,964.0,Aluminium,5.52,20.35,No,Yes,No,Airways,No,Wealthy,No,302.39
0.42,20.0,9.0,2047.0,Bronze,3.13,15.34,No,No,No,,No,Working Class,No,195.92
0.45,22.0,11.0,14964.0,Bronze,25.35,41.08,No,No,No,Roadways,No,Wealthy,No,352.04
0.41,30.0,12.0,17246.0,Bronze,8.11,51.54,Yes,No,No,Waterways,No,Working Class,No,-540.52
0.45,13.0,8.0,1939.0,Brass,4.83,14.65,No,Yes,No,Roadways,No,Working Class,Yes,231.9
0.69,14.0,6.0,509.0,Aluminium,5.37,13.91,No,No,No,Roadways,No,Working Class,Yes,298.54
0.4,17.0,10.0,308.0,Wood,3.82,19.11,No,Yes,Yes,Roadways,No,Wealthy,No,259.41
0.57,40.0,11.0,885511.0,Marble,3631.7,44.96,No,No,No,Roadways,Yes,Working Class,No,13019.5
0.94,17.0,6.0,671.0,Clay,3.51,11.5,No,Yes,No,Roadways,Yes,Working Class,,-377.68
0.28,27.0,8.0,8880.0,Brass,32.83,56.29,No,Yes,Yes,Roadways,No,Working Class,No,-540.11
0.3,6.0,5.0,1643.0,Marble,6.34,12.16,No,No,No,Roadways,No,Working Class,No,195.68
0.07,4.0,3.0,86.0,Bronze,6.74,14.52,Yes,No,Yes,Waterways,No,Working Class,,-130.11
0.12,23.0,7.0,3102.0,,5.68,11.69,No,No,No,Roadways,No,Working Class,No,113.98
0.78,26.0,8.0,26651.0,Brass,155.39,34.22,No,No,Yes,Airways,No,Working Class,Yes,1526.23
0.27,33.0,15.0,44037.0,Bronze,17.21,74.7,Yes,No,Yes,Waterways,No,Working Class,No,-671.17
0.52,16.0,8.0,783.0,Clay,3.78,20.58,Yes,No,No,Waterways,Yes,Working Class,No,275.25
0.01,7.0,5.0,111.0,Clay,5.04,14.25,No,No,No,Roadways,Yes,Working Class,,115.04
0.79,35.0,11.0,31917.0,Brass,145.44,25.87,No,No,No,Waterways,No,Working Class,Yes,-1036.57
0.1,19.0,6.0,57229.0,Stone,134.07,37.14,No,Yes,No,Roadways,No,Wealthy,Yes,677.08
0.37,14.0,7.0,49.0,Wood,6.66,16.41,No,No,No,Waterways,No,Working Class,No,170.48
0.85,30.0,8.0,210920.0,Marble,1983.56,30.66,Yes,No,No,,No,Wealthy,No,3517.12
0.78,27.0,9.0,1042.0,Aluminium,6.55,16.08,No,Yes,No,Roadways,No,Working Class,No,578.47
0.74,17.0,6.0,1023.0,Clay,3.69,20.91,No,No,No,Waterways,Yes,Working Class,No,-342.77
0.32,44.0,16.0,13813.0,,44.6,26.62,No,Yes,No,Airways,Yes,Wealthy,No,800.98
0.19,36.0,9.0,691453.0,Marble,1308.83,93.62,Yes,No,Yes,Waterways,Yes,Working Class,No,-2341.42
0.29,19.0,8.0,3102.0,Brass,19.13,15.14,No,No,No,Roadways,No,Working Class,Yes,202.15
0.12,21.0,12.0,372.0,Wood,3.41,14.53,No,Yes,Yes,Airways,No,Working Class,No,128.87
0.7,19.0,6.0,79610.0,Stone,343.71,35.75,No,Yes,No,Roadways,No,Working Class,No,2727.76
0.7,24.0,8.0,1373.0,Aluminium,5.41,11.5,No,No,Yes,Roadways,No,Working Class,No,-364.96
0.16,46.0,15.0,108046.0,Brass,468.46,27.43,No,No,No,Roadways,No,Wealthy,,1189.45
0.45,6.0,5.0,52.0,Wood,6.87,12.49,Yes,Yes,No,,No,Working Class,No,111.48
0.67,15.0,8.0,18981.0,,67.18,27.72,No,No,No,Roadways,No,Working Class,No,1347.02
0.89,18.0,8.0,6537.0,Brass,10.74,61.43,No,Yes,Yes,,No,Working Class,No,1724.53
0.38,5.0,4.0,959.0,Marble,5.18,20.28,No,No,No,Waterways,No,Working Class,No,237.29
0.85,6.0,4.0,1164.0,Marble,8.7,23.95,Yes,Yes,Yes,,No,Working Class,No,1274.44
0.28,16.0,6.0,23086.0,Marble,53.01,48.77,No,No,Yes,,No,Working Class,No,608.85
0.39,52.0,26.0,1764.0,Wood,5.36,20.25,No,Yes,No,Airways,No,Wealthy,No,356.15
0.46,10.0,5.0,491.0,Clay,6.86,20.17,No,No,Yes,Waterways,Yes,Working Class,No,269.33
0.21,3.0,3.0,44.0,,4.84,14.02,No,No,No,Roadways,No,Wealthy,No,142.29
0.45,55.0,22.0,175420.0,Bronze,514.49,62.32,No,No,No,Waterways,No,Working Class,Yes,4141.95
0.08,18.0,8.0,2531.0,,5.31,12.03,Yes,Yes,Yes,Airways,No,Wealthy,,232.77
0.22,54.0,20.0,20239.0,Clay,8.15,44.44,Yes,No,Yes,Waterways,Yes,Working Class,No,496.03
0.77,23.0,9.0,3102.0,Bronze,27.4,69.84,No,No,No,,No,Working Class,No,1319.44
0.74,3.0,8.0,63.0,Bronze,3.6,21.88,Yes,No,No,,No,Working Class,,244.38
0.59,39.0,9.0,5539.0,Clay,8.45,72.73,No,Yes,Yes,Airways,Yes,Wealthy,No,1749.17
0.84,51.0,15.0,3102.0,Aluminium,13.09,13.82,No,Yes,Yes,Airways,No,Working Class,No,1090.32
0.28,20.0,8.0,67268.0,Brass,376.7,99.29,No,No,No,Waterways,No,Working Class,No,1238.03
0.71,52.0,12.0,1069.0,Wood,9.24,11.05,Yes,Yes,Yes,Airways,No,Wealthy,No,1771.61
0.67,64.0,22.0,196552.0,,717.54,47.54,No,No,No,Waterways,Yes,Working Class,No,21522.77
0.56,27.0,13.0,434034.0,Marble,1466.26,68.94,No,No,Yes,Roadways,No,Working Class,No,3631.9
0.45,35.0,8.0,1633170.0,Marble,5957.71,74.31,Yes,No,Yes,Waterways,No,Working Class,No,49207.86
0.36,24.0,10.0,3102.0,Stone,427.42,49.47,Yes,No,Yes,Airways,No,Working Class,No,3047.95
0.2,43.0,19.0,3102.0,Bronze,114.21,25.54,No,No,No,,No,Working Class,No,349.2
0.17,18.0,6.0,166.0,Wood,3.76,11.72,Yes,No,No,Airways,No,Working Class,No,104.81
0.11,31.0,6.0,5949.0,,11.95,56.02,Yes,Yes,Yes,Airways,No,Wealthy,Yes,488.8
0.17,12.0,8.0,145.0,,6.23,21.87,Yes,No,No,Airways,No,Working Class,Yes,161.67
0.09,35.0,11.0,34085.0,Brass,84.71,80.68,No,No,Yes,Roadways,No,Wealthy,No,712.26
0.45,7.0,5.0,3102.0,Bronze,3.53,13.88,No,Yes,No,Roadways,No,Working Class,No,112.56
0.38,37.0,11.0,3102.0,Wood,6.71,24.47,No,No,Yes,,No,Working Class,,283.6
0.45,21.0,11.0,11000.0,Bronze,49.0,32.61,Yes,No,No,Waterways,No,Working Class,No,375.87
0.82,27.0,9.0,28409.0,Brass,65.19,31.22,Yes,No,Yes,Waterways,No,Working Class,No,2950.91
0.76,33.0,16.0,10102.0,Clay,20.7,95.14,No,No,No,Roadways,Yes,Working Class,No,2925.29
0.04,25.0,12.0,1118467.0,Stone,356.95,27.84,Yes,Yes,Yes,Airways,No,Wealthy,No,8525.51
0.42,15.0,8.0,97197.0,,35.81,76.37,Yes,Yes,Yes,Airways,No,Wealthy,No,1680.18
0.28,5.0,5.0,1794.0,Marble,4.12,15.71,Yes,No,Yes,Airways,No,Working Class,No,232.22
0.6,32.0,19.0,6897.0,Clay,10.38,63.89,No,Yes,No,Airways,Yes,Wealthy,Yes,1634.8
0.02,6.0,5.0,210.0,Bronze,4.55,14.32,No,No,No,,No,Working Class,No,136.93
0.29,41.0,19.0,1770.0,Wood,5.38,19.11,No,No,Yes,Roadways,No,Working Class,No,247.12
0.73,35.0,16.0,53094.0,Bronze,133.16,83.63,No,No,No,,No,Working Class,No,-2170.31
0.62,39.0,8.0,3869.0,Clay,15.04,16.6,No,Yes,No,Roadways,Yes,Working Class,,580.3
0.32,26.0,11.0,9830.0,Bronze,10.45,31.76,No,No,No,Roadways,No,Working Class,No,334.36
0.22,35.0,15.0,527.0,Wood,3.3,23.7,No,Yes,Yes,,No,Wealthy,Yes,282.68
0.11,27.0,17.0,17982.0,Bronze,7.72,43.63,No,No,No,Waterways,No,Working Class,No,278.81
0.45,9.0,5.0,1247.0,Brass,6.02,13.52,No,No,Yes,Roadways,No,Working Class,No,-244.62
0.72,13.0,7.0,822.0,Clay,6.94,10.14,No,No,No,Roadways,Yes,Working Class,No,288.53
0.31,7.0,8.0,2860.0,,3.4,11.76,No,Yes,No,Roadways,No,Working Class,No,235.99
0.21,13.0,6.0,3102.0,,5.78,65.4,No,Yes,No,Airways,No,Wealthy,,509.83
0.45,30.0,16.0,27101.0,Bronze,83.84,35.27,No,No,Yes,,No,Working Class,No,513.53
0.94,32.0,12.0,2499.0,Aluminium,6.4,24.08,No,No,Yes,Roadways,No,Working Class,Yes,1424.77
0.7,20.0,8.0,130.0,Wood,6.61,24.82,Yes,No,No,Airways,No,Working Class,No,531.05
0.13,13.0,7.0,89.0,Wood,3.48,17.79,Yes,No,No,Waterways,No,Working Class,Yes,145.42
0.72,24.0,8.0,171.0,Wood,4.18,21.71,No,Yes,Yes,Airways,No,Working Class,No,508.46
0.71,17.0,9.0,110669.0,Marble,159.78,80.46,No,No,No,Roadways,No,Working Class,No,1570.37
0.52,36.0,12.0,6614.0,Clay,26.26,54.24,Yes,No,No,Waterways,Yes,Working Class,No,814.31
0.35,4.0,4.0,204.0,,3.87,21.74,Yes,No,No,Airways,No,Working Class,No,195.54
0.57,21.0,9.0,4288.0,Bronze,20.26,20.55,No,Yes,Yes,Airways,No,Wealthy,Yes,-539.21
0.19,26.0,14.0,3102.0,,4.35,45.81,Yes,Yes,No,Airways,Yes,Working Class,No,437.38
0.82,20.0,16.0,86578.0,Bronze,261.02,52.13,No,No,No,,No,Working Class,No,2778.68
0.01,23.0,6.0,107598.0,Marble,93.61,96.77,No,Yes,No,Roadways,No,Wealthy,No,677.24
0.22,42.0,19.0,199760.0,Brass,527.64,85.95,Yes,Yes,No,Airways,No,Wealthy,No,3342.46
0.64,13.0,8.0,3102.0,Marble,157.42,34.95,No,No,No,Roadways,No,Wealthy,No,724.63
0.25,25.0,6.0,80896.0,Marble,150.25,54.99,No,No,No,Roadways,No,Working Class,No,625.26
0.68,20.0,8.0,16283.0,Bronze,94.84,40.19,No,No,No,,No,Working Class,No,6103.28
0.92,55.0,31.0,16372329.0,Marble,48194.33,56.67,Yes,No,Yes,Airways,Yes,Working Class,Yes,1001593.48
0.4,17.0,6.0,47125.0,Marble,94.9,84.39,Yes,Yes,Yes,Airways,No,Working Class,No,2220.12
0.7,38.0,26.0,19093.0,Clay,61.14,58.3,No,Yes,Yes,Roadways,Yes,Wealthy,No,4509.2
0.45,36.0,18.0,750.0,Wood,4.58,15.72,No,No,No,Roadways,No,Working Class,No,217.68
0.27,28.0,8.0,2899.0,Clay,8.77,10.32,No,Yes,Yes,,Yes,Working Class,No,301.52
0.34,33.0,12.0,49445.0,Brass,104.95,78.63,No,No,Yes,Roadways,No,Working Class,No,1039.62
0.88,25.0,17.0,768813.0,Marble,3929.77,55.12,No,No,Yes,Roadways,No,Working Class,Yes,-28508.63
0.26,26.0,14.0,22516.0,,36.99,94.48,Yes,Yes,Yes,,No,Wealthy,,1355.9
0.39,33.0,8.0,1651.0,,6.88,22.32,No,No,No,Airways,No,Working Class,No,-238.38
0.5,11.0,8.0,1547.0,Bronze,6.12,17.19,Yes,No,Yes,Waterways,No,Working Class,No,303.2
0.14,9.0,4.0,2921.0,Marble,9.33,11.97,No,No,No,Airways,No,Working Class,No,165.65
0.24,18.0,7.0,4565.0,Brass,7.93,21.88,Yes,No,No,Roadways,No,Working Class,Yes,282.81
0.5,36.0,8.0,3102.0,Aluminium,5.07,17.44,No,Yes,Yes,,No,Working Class,No,347.08
0.34,14.0,7.0,481.0,Clay,3.84,15.43,No,No,No,,Yes,Working Class,No,160.41
0.87,35.0,25.0,59520.0,Brass,369.13,67.67,No,No,No,Roadways,No,Working Class,No,4226.63
0.64,20.0,12.0,1485.0,Clay,10.15,16.85,No,No,No,Roadways,Yes,Working Class,No,339.42
0.35,29.0,18.0,62230.0,Brass,161.56,86.46,No,Yes,No,Roadways,No,Working Class,No,1276.37
0.74,15.0,6.0,1564.0,Brass,9.59,22.97,No,Yes,Yes,Airways,No,Working Class,Yes,-1378.65
0.44,14.0,6.0,29045.0,Marble,82.14,78.26,No,No,No,Roadways,No,Working Class,No,1527.97
0.56,34.0,11.0,1894.0,Aluminium,4.23,11.09,No,No,Yes,Roadways,No,Working Class,No,302.42
0.51,25.0,21.0,1739435.0,Marble,13694.68,52.72,No,No,No,Roadways,No,Wealthy,No,19592.08
0.2,7.0,5.0,451.0,Brass,6.75,20.19,No,No,No,Roadways,No,Wealthy,No,187.49
0.65,14.0,6.0,16635.0,Stone,28.95,71.8,No,Yes,No,Airways,No,Wealthy,No,1123.63
0.47,10.0,4.0,5076.0,Stone,28.91,42.46,Yes,No,No,Waterways,No,Working Class,No,410.11
0.65,17.0,6.0,3102.0,,3.35,13.5,No,No,Yes,Roadways,No,Working Class,No,-257.67
0.39,27.0,14.0,507.0,Wood,3.8,21.36,No,Yes,Yes,Roadways,No,Working Class,Yes,308.14
0.45,14.0,8.0,3102.0,Bronze,9.34,17.93,No,No,No,,No,Wealthy,No,2606.16
0.19,9.0,5.0,395.0,Bronze,4.19,18.56,No,Yes,No,,No,Wealthy,No,177.78
0.66,45.0,29.0,31841.0,Clay,280.78,69.39,Yes,No,Yes,Waterways,Yes,Working Class,No,3268.82
0.3,13.0,7.0,1189.0,Brass,3.59,12.4,No,No,No,,No,Working Class,Yes,145.57
0.45,7.0,5.0,90.0,Aluminium,3.97,19.59,No,No,No,Roadways,No,Working Class,No,139.87
0.87,23.0,16.0,1258488.0,Stone,4850.98,71.87,Yes,No,No,Waterways,No,Working Class,Yes,46376.54
0.31,28.0,13.0,521865.0,Stone,1655.68,71.33,No,Yes,No,Airways,No,Working Class,No,4416.65
0.33,27.0,9.0,242.0,Wood,6.11,11.58,No,Yes,No,Airways,No,Wealthy,,171.51
0.19,3.0,2.0,33.0,Brass,6.82,12.33,Yes,No,Yes,Waterways,No,Working Class,,161.92
0.42,35.0,21.0,8315.0,Clay,5.98,98.45,No,No,Yes,,Yes,Working Class,No,1277.43
0.17,28.0,12.0,1590458.0,Stone,4401.71,38.21,Yes,No,No,,No,Working Class,No,6849.68
0.42,10.0,4.0,62.0,Aluminium,4.59,12.18,Yes,Yes,No,Airways,No,Working Class,No,155.72
0.35,21.0,12.0,1600.0,Clay,4.36,24.09,No,No,Yes,Roadways,Yes,Wealthy,Yes,332.39
0.55,31.0,11.0,356.0,Wood,4.08,10.01,Yes,No,Yes,Airways,No,Working Class,,230.4
0.68,19.0,8.0,8915.0,Bronze,29.61,50.92,No,No,No,,No,Working Class,No,964.71
0.45,20.0,18.0,57334.0,Bronze,101.14,47.95,Yes,Yes,No,Airways,No,Wealthy,No,1054.72
0.65,12.0,6.0,553.0,Bronze,5.35,13.75,No,No,No,Roadways,No,Working Class,No,274.96
0.88,6.0,4.0,2541.0,Stone,12.78,13.75,No,Yes,Yes,Airways,No,Working Class,No,365.1
0.45,28.0,15.0,58159.0,Brass,287.72,32.25,Yes,No,Yes,,No,Wealthy,No,941.8
0.82,15.0,8.0,48643.0,Marble,63.71,33.55,Yes,No,Yes,Waterways,No,Working Class,Yes,2763.1
0.17,14.0,7.0,4850.0,Brass,3.22,10.33,No,No,No,Roadways,No,Working Class,No,155.03
0.53,34.0,12.0,46722.0,Brass,249.69,48.05,No,Yes,No,Roadways,No,Wealthy,No,1601.67
0.17,12.0,7.0,42094.0,Stone,101.98,94.05,Yes,Yes,Yes,Airways,No,Working Class,No,861.98
0.43,18.0,9.0,1738.0,Clay,5.98,13.03,Yes,No,No,Waterways,Yes,Working Class,Yes,207.73
0.03,25.0,11.0,789868.0,,1798.21,35.03,Yes,No,No,,No,Working Class,Yes,2885.51
0.71,12.0,7.0,26564.0,,165.69,48.77,Yes,No,No,Waterways,No,Wealthy,No,955.71
0.85,5.0,5.0,86.0,Bronze,5.73,20.56,Yes,No,No,Waterways,No,Working Class,No,322.99
0.33,27.0,16.0,38462.0,Brass,77.09,78.97,Yes,No,No,Waterways,No,Working Class,No,956.0
0.22,9.0,5.0,504.0,Bronze,4.16,16.58,No,No,No,Roadways,No,Working Class,No,152.45
0.16,18.0,11.0,99.0,Wood,4.19,12.11,No,Yes,No,Airways,No,Working Class,No,101.98
0.33,12.0,7.0,3102.0,Marble,89.59,65.8,No,No,Yes,Roadways,No,Working Class,Yes,1134.73
0.38,15.0,6.0,20659.0,Marble,133.3,95.05,No,No,Yes,Roadways,No,Working Class,No,904.72
0.24,38.0,17.0,3750.0,Aluminium,4.65,17.83,Yes,No,No,Airways,No,Working Class,No,229.58
0.3,6.0,4.0,141.0,Clay,5.27,20.14,Yes,No,No,Airways,Yes,Working Class,No,184.25
0.25,12.0,8.0,414.0,Aluminium,4.04,18.8,No,No,Yes,Roadways,No,Wealthy,No,167.4
0.75,5.0,4.0,64.0,Bronze,3.2,13.7,Yes,No,No,Airways,No,Wealthy,Yes,248.88
0.61,25.0,6.0,686.0,Aluminium,6.29,16.68,No,No,No,Waterways,No,Working Class,No,-282.23
0.75,40.0,24.0,7739.0,Clay,41.7,79.48,No,No,No,Roadways,Yes,Working Class,No,2628.02
0.41,32.0,11.0,730.0,Wood,5.52,11.18,No,Yes,No,Roadways,No,Working Class,Yes,182.18
0.43,18.0,11.0,167572.0,Marble,1108.5,82.18,No,Yes,No,Airways,No,Working Class,No,2836.16
0.58,14.0,7.0,440.0,Aluminium,3.45,18.1,No,No,No,Roadways,No,Working Class,No,252.14
0.81,14.0,6.0,560.0,Clay,3.34,13.84,No,No,No,Roadways,Yes,Working Class,No,287.17
0.23,10.0,5.0,406.0,Clay,4.17,20.58,No,No,No,Roadways,Yes,Working Class,No,156.03
0.36,15.0,6.0,484.0,Aluminium,3.13,10.79,Yes,Yes,No,Airways,No,Wealthy,No,167.64
0.2,29.0,7.0,537.0,Aluminium,5.47,24.94,No,Yes,No,Airways,No,Working Class,No,180.28
0.26,33.0,19.0,4112.0,Aluminium,7.1,18.46,No,No,Yes,Roadways,No,Working Class,No,241.17
0.48,20.0,12.0,3102.0,Bronze,20.34,77.74,No,No,No,Roadways,No,Wealthy,No,945.79
0.71,37.0,13.0,3126988.0,Stone,14889.4,37.22,No,No,No,Airways,No,Working Class,No,34742.07
0.64,9.0,4.0,390.0,Bronze,6.71,23.98,Yes,No,Yes,Waterways,No,Working Class,No,413.08
0.28,19.0,8.0,3102.0,Wood,6.29,22.56,No,Yes,No,Roadways,No,Wealthy,No,212.75
0.22,35.0,15.0,527.0,Wood,3.3,23.7,No,Yes,Yes,,No,Wealthy,Yes,282.68
0.56,23.0,8.0,227096.0,Marble,437.58,39.31,Yes,Yes,Yes,Airways,No,Wealthy,No,5353.38
0.79,19.0,12.0,841044.0,Stone,2675.13,88.32,Yes,No,No,,No,Working Class,,7872.82
0.58,8.0,5.0,7203.0,Marble,27.05,84.32,No,No,Yes,Airways,No,Working Class,No,885.27
0.77,55.0,27.0,13817875.0,Marble,76786.57,50.52,No,No,Yes,Roadways,Yes,Working Class,No,4020731.9
0.45,43.0,13.0,1954301.0,Stone,839.18,92.25,No,Yes,No,Airways,No,Wealthy,,-8617.36
0.22,11.0,6.0,619.0,Brass,3.63,23.25,No,No,Yes,,No,Working Class,No,-192.09
0.17,12.0,8.0,841.0,Clay,5.23,10.72,Yes,No,No,Waterways,Yes,Wealthy,Yes,136.03
